Transaction Name,Transaction Name URL,Organization Location,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Equity Only Funding,Organization Revenue Range,Organization Website,Diversity Spotlight,Number of Partner Investors,Number of Investors
Series A - Félix,https://www.crunchbase.com/funding_round/felix-44f4-series-a--d53f0396,"San Francisco, California, United States, North America",Félix,https://www.crunchbase.com/organization/felix-44f4,Series A,11165292,USD,11165292,2024-01-22,Yes,$1M to $10M,https://www.felixpago.com,,,3
Series A - AccessFintech,https://www.crunchbase.com/funding_round/accessfintech-series-a--76fc1095,"New York, New York, United States, North America",AccessFintech,https://www.crunchbase.com/organization/accessfintech,Series A,17500000,USD,17500000,2018-12-13,Yes,$1M to $10M,https://www.accessfintech.com,,4,4
Series A - Clair,https://www.crunchbase.com/funding_round/getclair-series-a--7d469935,"New York, New York, United States, North America",Clair,https://www.crunchbase.com/organization/getclair,Series A,25000000,USD,25000000,2023-07-06,Yes,$10M to $50M,https://getclair.com,,2,3
Series A - Federato,https://www.crunchbase.com/funding_round/federato-series-a--ca1c2a36,"Palo Alto, California, United States, North America",Federato,https://www.crunchbase.com/organization/federato,Series A,15000000,USD,15000000,2022-09-15,Yes,$1M to $10M,https://www.federato.ai,,1,5
Series A - Good Money,https://www.crunchbase.com/funding_round/good-money-series-a--b3d00bfe,"Marina Del Rey, California, United States, North America",Good Money,https://www.crunchbase.com/organization/good-money,Series A,25000,USD,25000,2019-03-18,Yes,$10M to $50M,https://goodmoney.com/,Women Founded,,4
Series A - Duetti,https://www.crunchbase.com/funding_round/duetti-series-a--270c5b8f,"New York, New York, United States, North America",Duetti,https://www.crunchbase.com/organization/duetti,Series A,32000000,USD,32000000,2023-05-03,Yes,$1M to $10M,https://duetti.co,,2,5
Series A - Securitize,https://www.crunchbase.com/funding_round/securitize-inc-series-a--c3a026fc,"San Francisco, California, United States, North America",Securitize,https://www.crunchbase.com/organization/securitize-inc,Series A,12750000,USD,12750000,2020-07-12,Yes,$50M to $100M,https://securitize.io,Hispanic / Latine Founded,1,7
Series A - BlueX Trade,https://www.crunchbase.com/funding_round/bluex-trade-series-a--956caea6,"San Francisco, California, United States, North America",BlueX Trade,https://www.crunchbase.com/organization/bluex-trade,Series A,1549999,USD,1549999,2020-06-24,Yes,$1M to $10M,https://www.bluextrade.com/,,2,6
Series A - Datarails,https://www.crunchbase.com/funding_round/datarails-series-a--447cae63,"New York, New York, United States, North America",Datarails,https://www.crunchbase.com/organization/datarails,Series A,25000000,USD,25000000,2021-06-21,Yes,$1M to $10M,http://www.datarails.com,,2,4
Series A - Trim,https://www.crunchbase.com/funding_round/trim-series-a--c2242966,"San Francisco, California, United States, North America",Trim,https://www.crunchbase.com/organization/trim,Series A,9500000,USD,9500000,2018-04-01,Yes,Less than $1M,http://www.asktrim.com/,,5,16
Series A - UNest,https://www.crunchbase.com/funding_round/unest-series-a--6d24ba8e,"North Hollywood, California, United States, North America",UNest,https://www.crunchbase.com/organization/unest,Series A,9000000,USD,9000000,2020-06-16,Yes,$1M to $10M,https://unest.co,Women Founded,1,6
Series A - LEX Markets,https://www.crunchbase.com/funding_round/landwright-series-a--9f35f83a,"New York, New York, United States, North America",LEX Markets,https://www.crunchbase.com/organization/landwright,Series A,15000000,USD,15000000,2022-01-28,Yes,,https://www.LEX-markets.com,,1,6
Series A - Just Insure,https://www.crunchbase.com/funding_round/just-insurance-series-a--60956c33,"Los Angeles, California, United States, North America",Just Insure,https://www.crunchbase.com/organization/just-insurance,Series A,14709221,USD,14709221,2022-07-07,Yes,$1M to $10M,https://just.insure,,,2
Series A - OpenInvest,https://www.crunchbase.com/funding_round/openinvest-series-a--151d5aff,"San Francisco, California, United States, North America",OpenInvest,https://www.crunchbase.com/organization/openinvest,Series A,10500000,USD,10500000,2020-04-16,Yes,$10M to $50M,https://www.openinvest.com,,2,4
Series A - Play2Pay™,https://www.crunchbase.com/funding_round/play2pay-series-a--256e79cc,"Miami, Florida, United States, North America",Play2Pay™,https://www.crunchbase.com/organization/play2pay,Series A,13000000,USD,13000000,2021-07-15,Yes,$10M to $50M,http://www.play2pay.com,,,5
Series A - SecuredTouch,https://www.crunchbase.com/funding_round/securedtouch-series-a--9e9ee37f,"Palo Alto, California, United States, North America",SecuredTouch,https://www.crunchbase.com/organization/securedtouch,Series A,8000000,USD,8000000,2018-04-23,Yes,$1M to $10M,http://www.securedtouch.com/,,,3
Series A - Quadient Accounts Receivable by YayPay,https://www.crunchbase.com/funding_round/yaypay-inc-series-a--f59e39ba,"New York, New York, United States, North America",Quadient Accounts Receivable by YayPay,https://www.crunchbase.com/organization/yaypay-inc,Series A,8400000,USD,8400000,2018-12-13,Yes,Less than $1M,https://www.quadient.com/en/ar-automation,,4,8
Series A - SharkPay,https://www.crunchbase.com/funding_round/sharkpay-series-a--6f3fbdfb,"Santa Clara, California, United States, North America",SharkPay,https://www.crunchbase.com/organization/sharkpay,Series A,13000000,USD,13000000,2017-03-17,Yes,$1M to $10M,http://sharkpay.io,,,2
Series A - DrumG Technologies,https://www.crunchbase.com/funding_round/drumg-financial-technologies-series-a--04e51d2c,"New York, New York, United States, North America",DrumG Technologies,https://www.crunchbase.com/organization/drumg-financial-technologies,Series A,6500000,USD,6500000,2018-08-24,Yes,$1M to $10M,https://www.drumg.com/,,,1
Series A - NepFin,https://www.crunchbase.com/funding_round/neptune-financial-inc-nepfin-series-a--97c5975f,"San Francisco, California, United States, North America",NepFin,https://www.crunchbase.com/organization/neptune-financial-inc-nepfin,Series A,10000000,USD,10000000,2018-02-13,Yes,$10M to $50M,https://www.nepfin.com,,1,1
Series A - Notional Finance,https://www.crunchbase.com/funding_round/notional-finance-series-a--1e6a71db,"New York, New York, United States, North America",Notional Finance,https://www.crunchbase.com/organization/notional-finance,Series A,10000000,USD,10000000,2021-04-29,Yes,$1M to $10M,http://notional.finance/,,1,6
Series A - DiligenceVault,https://www.crunchbase.com/funding_round/diligencevault-series-a--40574633,"New York, New York, United States, North America",DiligenceVault,https://www.crunchbase.com/organization/diligencevault,Series A,5968528,USD,5968528,2019-10-23,Yes,$1M to $10M,http://www.diligencevault.com,"Women Founded, Women Led",1,1
Series A - Qvivr,https://www.crunchbase.com/funding_round/qvivr-series-a--cbd68c9d,"Santa Clara, California, United States, North America",Qvivr,https://www.crunchbase.com/organization/qvivr,Series A,5000000,USD,5000000,2017-01-31,Yes,$1M to $10M,https://www.qvivr.com/,,,1
Series A - Verikai,https://www.crunchbase.com/funding_round/verikai-series-a--d156d9bf,"San Francisco, California, United States, North America",Verikai,https://www.crunchbase.com/organization/verikai,Series A,6000000,USD,6000000,2020-07-08,Yes,$1M to $10M,https://www.verikai.com/,,1,3
Series A - MovoCash,https://www.crunchbase.com/funding_round/movocash-inc-series-a--5db2b615,"Palo Alto, California, United States, North America",MovoCash,https://www.crunchbase.com/organization/movocash-inc,Series A,6500000,USD,6500000,2018-06-01,Yes,$1M to $10M,https://movo.cash/,,,1
Series A - Simplist,https://www.crunchbase.com/funding_round/simplist-dadd-series-a--9fc414b3,"New York, New York, United States, North America",Simplist,https://www.crunchbase.com/organization/simplist-dadd,Series A,15043188,USD,15043188,2020-10-14,Yes,$1M to $10M,https://www.simplist.com,,,1
Series A - Ultipa,https://www.crunchbase.com/funding_round/ultipa-series-a--9ad3c4e2,"San Ramon, California, United States, North America",Ultipa,https://www.crunchbase.com/organization/ultipa,Series A,21000000,USD,21000000,2021-05-24,Yes,$10M to $50M,https://www.ultipa.com,Women Founded,,2
Series A - Wahed,https://www.crunchbase.com/funding_round/wahed-invest-inc-series-a--21cca3e3,"New York, New York, United States, North America",Wahed,https://www.crunchbase.com/organization/wahed-invest-inc,Series A,25000000,USD,25000000,2020-06-08,Yes,$1M to $10M,https://www.wahed.com,,4,6
Series A - Nammu21,https://www.crunchbase.com/funding_round/nammu21-series-a--daccb4aa,"New York, New York, United States, North America",Nammu21,https://www.crunchbase.com/organization/nammu21,Series A,15824656,USD,15824656,2022-10-21,Yes,$1M to $10M,https://nammu21.com,"South Asian Founded, Women Founded, Women Led",3,5
Series A - Snappt,https://www.crunchbase.com/funding_round/snappt-series-a--df21a280,"Los Angeles, California, United States, North America",Snappt,https://www.crunchbase.com/organization/snappt,Series A,100000000,USD,100000000,2022-03-15,Yes,$1M to $10M,https://www.snappt.com,,1,1
Series A - Ellipsis Labs,https://www.crunchbase.com/funding_round/ellipsis-labs-series-a--1ebb0db7,"New York, New York, United States, North America",Ellipsis Labs,https://www.crunchbase.com/organization/ellipsis-labs,Series A,20000000,USD,20000000,2024-04-04,Yes,$1M to $10M,https://ellipsislabs.xyz/,,,8
Series A - League Network,https://www.crunchbase.com/funding_round/leaguenetwork-com-series-a--ae281707,"Newark, New Jersey, United States, North America",League Network,https://www.crunchbase.com/organization/leaguenetwork-com,Series A,650000,USD,650000,2018-01-12,Yes,$1M to $10M,http://www.LeagueNetwork.com,Women Founded,2,2
Series A - Long Game,https://www.crunchbase.com/funding_round/long-game-series-a--03ed4870,"San Francisco, California, United States, North America",Long Game,https://www.crunchbase.com/organization/long-game,Series A,10000000,USD,10000000,2018-12-01,Yes,$1M to $10M,https://www.longgame.co/,"Women Founded, Women Led",,5
Series A - Alloy,https://www.crunchbase.com/funding_round/alloy-2-series-a--05e0dc3f,"New York, New York, United States, North America",Alloy,https://www.crunchbase.com/organization/alloy-2,Series A,12000000,USD,12000000,2019-09-17,Yes,$10M to $50M,https://www.alloy.com,Women Founded,6,6
Series A - Fundraise Up,https://www.crunchbase.com/funding_round/fundraise-up-series-a--375c1e4c,"Brooklyn, New York, United States, North America",Fundraise Up,https://www.crunchbase.com/organization/fundraise-up,Series A,10000000,USD,10000000,2021-03-01,Yes,$1M to $10M,https://fundraiseup.com,,,2
Series A - Loop,https://www.crunchbase.com/funding_round/loop-9293-series-a--093b7521,"San Francisco, California, United States, North America",Loop,https://www.crunchbase.com/organization/loop-9293,Series A,24000000,USD,24000000,2022-11-03,Yes,$10M to $50M,https://loop.com,,2,10
Series A - Narmi,https://www.crunchbase.com/funding_round/narmi-series-a--2e17cf67,"New York, New York, United States, North America",Narmi,https://www.crunchbase.com/organization/narmi,Series A,20400000,USD,20400000,2021-02-02,Yes,$10M to $50M,https://www.narmi.com,,3,5
Series A - Synctera,https://www.crunchbase.com/funding_round/synctera-series-a--36c1696b,"San Francisco, California, United States, North America",Synctera,https://www.crunchbase.com/organization/synctera,Series A,15000000,USD,15000000,2023-03-09,Yes,$10M to $50M,https://www.synctera.com,,4,4
Series A - Cents,https://www.crunchbase.com/funding_round/cents-ba2f-series-a--b615dac3,"New York, New York, United States, North America",Cents,https://www.crunchbase.com/organization/cents-ba2f,Series A,25000000,USD,25000000,2022-01-01,Yes,$10M to $50M,http://trycents.com,,1,3
Series A - DailyPay,https://www.crunchbase.com/funding_round/dailypay-inc-series-a--83c7c090,"New York, New York, United States, North America",DailyPay,https://www.crunchbase.com/organization/dailypay-inc,Series A,5000000,USD,5000000,2016-09-06,Yes,$10M to $50M,https://www.dailypay.com,,,5
Series A - N5 Now,https://www.crunchbase.com/funding_round/n5-now-series-a--686d761e,"New York, New York, United States, North America",N5 Now,https://www.crunchbase.com/organization/n5-now,Series A,9500000,USD,9500000,2023-09-13,Yes,$10M to $50M,https://n5now.com/,,,5
Series A - Astra,https://www.crunchbase.com/funding_round/astra-3-series-a--99025b17,"Menlo Park, California, United States, North America",Astra,https://www.crunchbase.com/organization/astra-3,Series A,10000000,USD,10000000,2022-10-13,Yes,$100M to $500M,https://www.astrafi.com,,1,3
Series A - Fabric Technologies,https://www.crunchbase.com/funding_round/fabric-insurance-agency-series-a--711a4429,"Brooklyn, New York, United States, North America",Fabric Technologies,https://www.crunchbase.com/organization/fabric-insurance-agency,Series A,10000000,USD,10000000,2018-06-19,Yes,$1M to $10M,https://www.meetfabric.com/,,1,3
Series A - Cloudvirga,https://www.crunchbase.com/funding_round/cloudvirga-series-a--fc4d6215,"Irvine, California, United States, North America",Cloudvirga,https://www.crunchbase.com/organization/cloudvirga,Series A,7500000,USD,7500000,2016-07-28,Yes,$1M to $10M,http://www.cloudvirga.com/,,,3
Series A - Spiral,https://www.crunchbase.com/funding_round/spiral-6319-series-a--b9719dc2,"New York, New York, United States, North America",Spiral,https://www.crunchbase.com/organization/spiral-6319,Series A,28000000,USD,28000000,2023-03-28,Yes,$1M to $10M,https://spiral.us,,1,6
Series A - YouWorld,https://www.crunchbase.com/funding_round/youworld-series-a--214246b8,"Pasadena, California, United States, North America",YouWorld,https://www.crunchbase.com/organization/youworld,Series A,5500000,USD,5500000,2021-09-28,Yes,Less than $1M,https://www.you.world/,Women Founded,,3
Series A - Boast,https://www.crunchbase.com/funding_round/boast-capital-series-a--97c47ad0,"San Francisco, California, United States, North America",Boast,https://www.crunchbase.com/organization/boast-capital,Series A,23000000,USD,23000000,2020-12-10,Yes,$1M to $10M,https://boast.ai,,1,1
Series A - Alkanza,https://www.crunchbase.com/funding_round/alkanza-series-a--3283a99d,"Redwood City, California, United States, North America",Alkanza,https://www.crunchbase.com/organization/alkanza,Series A,6000000,USD,6000000,2017-01-09,Yes,Less than $1M,https://www.alkanza.us,Hispanic / Latine Founded,1,3
Series A - Ramp,https://www.crunchbase.com/funding_round/ramp-financial-series-a--54f8dc6f,"New York, New York, United States, North America",Ramp,https://www.crunchbase.com/organization/ramp-financial,Series A,15000000,USD,15000000,2020-02-12,Yes,$500M to $1B,https://ramp.com,,1,6
Series A - Unqork,https://www.crunchbase.com/funding_round/unqork-series-a--202d57c3,"New York, New York, United States, North America",Unqork,https://www.crunchbase.com/organization/unqork,Series A,22000000,USD,22000000,2019-04-18,Yes,$100M to $500M,https://www.unqork.com,,1,5
Series A - Engine by MoneyLion,https://www.crunchbase.com/funding_round/even-financial-series-a--7aa0d631,"New York, New York, United States, North America",Engine by MoneyLion,https://www.crunchbase.com/organization/even-financial,Series A,3300000,USD,3300000,2018-02-01,Yes,Less than $1M,https://engine.tech/,,2,3
Series A - Arcus Financial Intelligence,https://www.crunchbase.com/funding_round/arcus-17f2-series-a--df4712a3,"New York, New York, United States, North America",Arcus Financial Intelligence,https://www.crunchbase.com/organization/arcus-17f2,Series A,9800000,USD,9800000,2020-04-01,Yes,$1M to $10M,https://www.arcusfi.com,,1,4
Series A - Skeps,https://www.crunchbase.com/funding_round/streamsource-series-a--ea0de7d7,"New York, New York, United States, North America",Skeps,https://www.crunchbase.com/organization/streamsource,Series A,9500000,USD,9500000,2021-08-31,Yes,$10M to $50M,https://www.skeps.com,,,2
Series A - Settle,https://www.crunchbase.com/funding_round/settle-ca56-series-a--f457bcd6,"San Francisco, California, United States, North America",Settle,https://www.crunchbase.com/organization/settle-ca56,Series A,15000000,USD,15000000,2021-05-18,Yes,$1M to $10M,https://www.settle.com,,1,1
Series A - Branch International,https://www.crunchbase.com/funding_round/branch-intl-series-a--c0fd59df,"San Francisco, California, United States, North America",Branch International,https://www.crunchbase.com/organization/branch-intl,Series A,9200000,USD,9200000,2016-03-30,Yes,$1M to $10M,https://branch.co/,,,3
Series A - MerQube,https://www.crunchbase.com/funding_round/merqube-series-a--8aa16863,"San Francisco, California, United States, North America",MerQube,https://www.crunchbase.com/organization/merqube,Series A,5000000,USD,5000000,2021-10-06,Yes,$1M to $10M,https://merqube.com,,1,4
Series A - Auditoria.AI,https://www.crunchbase.com/funding_round/auditoria-series-a--bbb8403e,"San Jose, California, United States, North America",Auditoria.AI,https://www.crunchbase.com/organization/auditoria,Series A,15500000,USD,15500000,2021-03-31,Yes,$10M to $50M,https://www.auditoria.ai,Women Founded,1,6
Series A - FDCTech,https://www.crunchbase.com/funding_round/FDCTech-series-a--979e5535,"Irvine, California, United States, North America",FDCTech,https://www.crunchbase.com/organization/FDCTech,Series A,1000000,USD,1000000,2016-05-01,Yes,$10M to $50M,http://fdctech.com/,,,1
Series A - Gr4vy,https://www.crunchbase.com/funding_round/gr4vy-series-a--5d93d1fc,"San Mateo, California, United States, North America",Gr4vy,https://www.crunchbase.com/organization/gr4vy,Series A,15000000,USD,15000000,2022-01-13,Yes,$1M to $10M,https://gr4vy.com/,,3,4
Series A - NYDIG,https://www.crunchbase.com/funding_round/nydig-series-a--0fbc021b,"New York, New York, United States, North America",NYDIG,https://www.crunchbase.com/organization/nydig,Series A,50000000,USD,50000000,2017-07-01,Yes,,https://nydig.com/,,,1
Series A - Torpago,https://www.crunchbase.com/funding_round/torpago-series-a--5c88b195,"San Francisco, California, United States, North America",Torpago,https://www.crunchbase.com/organization/torpago,Series A,6000000,USD,6000000,2023-03-08,Yes,$1M to $10M,http://www.torpago.com,,,3
Series A - Camino Financial,https://www.crunchbase.com/funding_round/camino-financial-series-a--8043eac9,"Los Angeles, California, United States, North America",Camino Financial,https://www.crunchbase.com/organization/camino-financial,Series A,8000000,USD,8000000,2019-12-11,Yes,$1M to $10M,http://www.caminofinancial.com/,"Hispanic / Latine Founded, Hispanic / Latine Led",,1
Series A - EverC,https://www.crunchbase.com/funding_round/evercompliant-series-a--fb433d09,"New York, New York, United States, North America",EverC,https://www.crunchbase.com/organization/evercompliant,Series A,9500000,USD,9500000,2016-12-14,Yes,$10M to $50M,https://everc.com,,1,4
Series A - Dave,https://www.crunchbase.com/funding_round/dave-com-series-a--43e6b5c2,"Los Angeles, California, United States, North America",Dave,https://www.crunchbase.com/organization/dave-com,Series A,13300000,USD,13300000,2017-10-20,Yes,$100M to $500M,http://www.Dave.com,,,4
Series A - PeerIQ,https://www.crunchbase.com/funding_round/peeriq-series-a--875a667e,"New York, New York, United States, North America",PeerIQ,https://www.crunchbase.com/organization/peeriq,Series A,12000000,USD,12000000,2017-08-02,Yes,$1M to $10M,http://www.peeriq.com,,4,5
Series A - Digital Asset,https://www.crunchbase.com/funding_round/digital-asset-2-series-a--3f3752af,"New York, New York, United States, North America",Digital Asset,https://www.crunchbase.com/organization/digital-asset-2,Series A,7200000,USD,7200000,2016-06-22,Yes,$10M to $50M,http://www.digitalasset.com,,,1
Series A - Capchase,https://www.crunchbase.com/funding_round/capchase-series-a--a54a3d3a,"New York, New York, United States, North America",Capchase,https://www.crunchbase.com/organization/capchase,Series A,125000000,USD,125000000,2021-06-04,Yes,$1M to $10M,http://www.capchase.com,"Hispanic / Latine Founded, Hispanic / Latine Led",2,5
Series A - Varo Bank,https://www.crunchbase.com/funding_round/varo-bank-series-a--ad691f6a,"San Francisco, California, United States, North America",Varo Bank,https://www.crunchbase.com/organization/varo-bank,Series A,28400000,USD,28400000,2016-05-02,Yes,$1M to $10M,http://www.varomoney.com/,,1,1
Series A - Vontive,https://www.crunchbase.com/funding_round/vontive-series-a--13ab0c92,"San Francisco, California, United States, North America",Vontive,https://www.crunchbase.com/organization/vontive,Series A,8000000,USD,8000000,2019-02-14,Yes,$1M to $10M,https://www.vontive.com/,,,6
Series A - Ladder,https://www.crunchbase.com/funding_round/ladder-2-series-a--fcb21a76,"Palo Alto, California, United States, North America",Ladder,https://www.crunchbase.com/organization/ladder-2,Series A,14000000,USD,14000000,2016-10-19,Yes,$1M to $10M,https://www.ladderlife.com,Women Founded,1,4
Series A - Candidly,https://www.crunchbase.com/funding_round/futurefuel-series-a--02f269bc,"New York, New York, United States, North America",Candidly,https://www.crunchbase.com/organization/futurefuel,Series A,11200000,USD,11200000,2019-03-06,Yes,$1M to $10M,https://getcandidly.com/,"Women Founded, Women Led",2,9
Series A - Ohanae,https://www.crunchbase.com/funding_round/ohanae-series-a--a13ab2b7,"New York, New York, United States, North America",Ohanae,https://www.crunchbase.com/organization/ohanae,Series A,3000000,USD,3000000,2022-03-31,Yes,$1M to $10M,http://www.ohanae.com,Women Founded,,
Series A - OpenInvest,https://www.crunchbase.com/funding_round/openinvest-series-a--e9254bfc,"San Francisco, California, United States, North America",OpenInvest,https://www.crunchbase.com/organization/openinvest,Series A,10400000,USD,10400000,2018-07-26,Yes,$10M to $50M,https://www.openinvest.com,,1,8
Series A - Milo,https://www.crunchbase.com/funding_round/milo-credit-series-a--0794498b,"Miami, Florida, United States, North America",Milo,https://www.crunchbase.com/organization/milo-credit,Series A,17000000,USD,17000000,2022-01-27,Yes,$1M to $10M,https://www.milo.io,Hispanic / Latine Founded,2,3
Series A - Waltz,https://www.crunchbase.com/funding_round/waltz-1c13-series-a--f2a821e2,"Miami, Florida, United States, North America",Waltz,https://www.crunchbase.com/organization/waltz-1c13,Series A,12500000,USD,12500000,2024-07-17,Yes,,https://www.getwaltz.com,,,5
Series A - Papaya Global,https://www.crunchbase.com/funding_round/papaya-global-series-a--f402e264,"New York, New York, United States, North America",Papaya Global,https://www.crunchbase.com/organization/papaya-global,Series A,45000000,USD,45000000,2019-11-05,Yes,$100M to $500M,https://www.papayaglobal.com,"Women Founded, Women Led",1,4
Series A - Goalsetter,https://www.crunchbase.com/funding_round/goalsetter-series-a--cb206a6b,"Brooklyn, New York, United States, North America",Goalsetter,https://www.crunchbase.com/organization/goalsetter,Series A,1000000,USD,1000000,2023-09-25,Yes,$1M to $10M,http://www.goalsetter.co,"Black Founded, Women Founded, Women Led",,1
Series A - Canopy,https://www.crunchbase.com/funding_round/canopy-c3b1-series-a--d8c78c7c,"San Francisco, California, United States, North America",Canopy,https://www.crunchbase.com/organization/canopy-c3b1,Series A,15000000,USD,15000000,2021-08-09,Yes,$10M to $50M,https://canopyservicing.com/,,,4
Series A - Amberdata,https://www.crunchbase.com/funding_round/amberdata-series-a--09765c81,"Miami, Florida, United States, North America",Amberdata,https://www.crunchbase.com/organization/amberdata,Series A,15000000,USD,15000000,2021-09-14,Yes,$1M to $10M,http://www.amberdata.com,Women Founded,4,5
Series A - CLARA Analytics,https://www.crunchbase.com/funding_round/clara-analytics-series-a--b0879578,"Sunnyvale, California, United States, North America",CLARA Analytics,https://www.crunchbase.com/organization/clara-analytics,Series A,11500000,USD,11500000,2018-01-04,Yes,$1M to $10M,https://www.claraanalytics.com,Women Led,1,1
Series A - Blockfolio,https://www.crunchbase.com/funding_round/blockfolio-series-a--de239bf4,"Santa Monica, California, United States, North America",Blockfolio,https://www.crunchbase.com/organization/blockfolio,Series A,11500000,USD,11500000,2018-10-10,Yes,$1M to $10M,http://www.blockfolio.com/,"Hispanic / Latine Founded, Hispanic / Latine Led",,14
Series A - Burnt,https://www.crunchbase.com/funding_round/burnt-finance-series-a--9184942b,"New York, New York, United States, North America",Burnt,https://www.crunchbase.com/organization/burnt-finance,Series A,8000000,USD,8000000,2022-01-17,Yes,$10M to $50M,https://burnt.com,,1,14
Series A - Candidly,https://www.crunchbase.com/funding_round/futurefuel-series-a--53de1adc,"New York, New York, United States, North America",Candidly,https://www.crunchbase.com/organization/futurefuel,Series A,10000000,USD,10000000,2021-03-03,Yes,$1M to $10M,https://getcandidly.com/,"Women Founded, Women Led",3,9
Series A - Anomaly,https://www.crunchbase.com/funding_round/anomaly-1c37-series-a--791ebb2b,"New York, New York, United States, North America",Anomaly,https://www.crunchbase.com/organization/anomaly-1c37,Series A,12000000,USD,12000000,2021-10-26,Yes,$10M to $50M,https://www.findanomaly.com/,,,4
Series A - Thinknum,https://www.crunchbase.com/funding_round/thinknum-series-a--514ac5d4,"New York, New York, United States, North America",Thinknum,https://www.crunchbase.com/organization/thinknum,Series A,11600000,USD,11600000,2019-03-20,Yes,$100M to $500M,http://www.thinknum.com,Black Founded,,1
Series A - Brace,https://www.crunchbase.com/funding_round/brace-5789-series-a--2e8d7b05,"New York, New York, United States, North America",Brace,https://www.crunchbase.com/organization/brace-5789,Series A,10000000,USD,10000000,2020-02-20,Yes,$1M to $10M,https://brace.ai/,,1,3
Series A - Parker,https://www.crunchbase.com/funding_round/parker-570c-series-a--8d01f800,"New York, New York, United States, North America",Parker,https://www.crunchbase.com/organization/parker-570c,Series A,31100000,USD,31100000,2023-03-16,Yes,$1M to $10M,https://getparker.com,,1,2
Series A - Waffle Labs,https://www.crunchbase.com/funding_round/waffle-labs-inc-series-a--40da2444,"New York, New York, United States, North America",Waffle Labs,https://www.crunchbase.com/organization/waffle-labs-inc,Series A,299992,USD,299992,2021-03-16,Yes,$1M to $10M,https://www.waffleinsurance.com,,,2
Series A - Dharma Labs,https://www.crunchbase.com/funding_round/dharma-labs-series-a--0c89c801,"San Francisco, California, United States, North America",Dharma Labs,https://www.crunchbase.com/organization/dharma-labs,Series A,7000000,USD,7000000,2019-02-05,Yes,$1M to $10M,https://dharma.io/,,,10
Series A - Meow,https://www.crunchbase.com/funding_round/meow-af20-series-a--c7b22f05,"New York, New York, United States, North America",Meow,https://www.crunchbase.com/organization/meow-af20,Series A,22000000,USD,22000000,2022-07-18,Yes,,https://meow.com,,2,2
Series A - Flow,https://www.crunchbase.com/funding_round/flow-a98b-series-a--454ebbcc,"San Francisco, California, United States, North America",Flow,https://www.crunchbase.com/organization/flow-a98b,Series A,20000000,USD,20000000,2022-02-17,Yes,$1M to $10M,https://flowinc.com/,"Hispanic / Latine Founded, Hispanic / Latine Led",2,7
Series A - Willa,https://www.crunchbase.com/funding_round/willa-series-a--4a628e12,"Venice, California, United States, North America",Willa,https://www.crunchbase.com/organization/willa,Series A,18000000,USD,18000000,2021-07-07,Yes,$1M to $10M,https://willapay.com,,,3
Series A - Parallel Markets,https://www.crunchbase.com/funding_round/parallel-markets-series-a--a39b3eb9,"New York, New York, United States, North America",Parallel Markets,https://www.crunchbase.com/organization/parallel-markets,Series A,7000000,USD,7000000,2022-01-07,Yes,$1M to $10M,https://parallelmarkets.com,,1,7
Series A - Clair,https://www.crunchbase.com/funding_round/getclair-series-a--ecb4bbf1,"New York, New York, United States, North America",Clair,https://www.crunchbase.com/organization/getclair,Series A,15000000,USD,15000000,2021-06-10,Yes,$10M to $50M,https://getclair.com,,1,3
Series A - Ellevest,https://www.crunchbase.com/funding_round/ellevest-series-a--19c416e1,"New York, New York, United States, North America",Ellevest,https://www.crunchbase.com/organization/ellevest,Series A,12311327,USD,12311327,2020-11-12,Yes,$10M to $50M,https://www.ellevest.com,"Women Founded, Women Led",1,2
Series A - Catch,https://www.crunchbase.com/funding_round/catchco-series-a--e395d702,"New York, New York, United States, North America",Catch,https://www.crunchbase.com/organization/catchco,Series A,12000000,USD,12000000,2021-07-30,Yes,$10M to $50M,http://catch.co,"Women Founded, Women Led",1,6
Series A - qolo,https://www.crunchbase.com/funding_round/qolo-series-a--cd7fb438,"Fort Lauderdale, Florida, United States, North America",qolo,https://www.crunchbase.com/organization/qolo,Series A,15000000,USD,15000000,2021-08-25,Yes,$10M to $50M,https://qolo.io,,1,1
Series A - Nirvana,https://www.crunchbase.com/funding_round/nirvana-finance-series-a--55d7b563,"San Francisco, California, United States, North America",Nirvana,https://www.crunchbase.com/organization/nirvana-finance,Series A,22000000,USD,22000000,2021-08-30,Yes,$1M to $10M,https://parallel.fi,,,12
Series A - Mantl,https://www.crunchbase.com/funding_round/mantl-series-a--8b248934,"New York, New York, United States, North America",Mantl,https://www.crunchbase.com/organization/mantl,Series A,8000000,USD,8000000,2020-02-25,Yes,Less than $1M,http://www.mantl.com,,1,2
Series A - PayZen,https://www.crunchbase.com/funding_round/payzen-6da3-series-a--0dcfc69a,"San Francisco, California, United States, North America",PayZen,https://www.crunchbase.com/organization/payzen-6da3,Series A,15000000,USD,15000000,2021-11-16,Yes,$1M to $10M,https://payzen.com,,3,6
Series A - World,https://www.crunchbase.com/funding_round/worldcoin-series-a--44c54904,"San Francisco, California, United States, North America",World,https://www.crunchbase.com/organization/worldcoin,Series A,25000000,USD,25000000,2021-10-21,Yes,$10M to $50M,https://world.org,,,18
